reference_number,reference,URL,status,description,candidate_replacement_url,cosine_similarity,jaccard_index,levenshtein_distance,euclidean_distance
34,"Siau, John. ""The ""0-Ohm"" Headphone Amplifier"" (PDF). Archived (PDF) from the original on 10 February 2013. Retrieved 26 June 2012.",http://www.benchmarkmedia.com/discuss/sites/default/files/Headphone-Amplifier-Performance-Part-2.pdf,ERR,Error,https://audioxpress.com/article/Fresh-from-the-Bench-Benchmark-DAC2-DX-Stereo-D-A-Converter,0.05342383527443571,0.0015192437542201215,669458,880.55096388568
34,"Siau, John. ""The ""0-Ohm"" Headphone Amplifier"" (PDF). Archived (PDF) from the original on 10 February 2013. Retrieved 26 June 2012.",http://www.benchmarkmedia.com/discuss/sites/default/files/Headphone-Amplifier-Performance-Part-2.pdf,ERR,Error,https://audiophilestyle.com/forums/topic/19381-ess-sabre-and-dsd-volume-control/page/3/,0.0796043582559301,0.0013830063099662892,672447,755.1132365413813
34,"Siau, John. ""The ""0-Ohm"" Headphone Amplifier"" (PDF). Archived (PDF) from the original on 10 February 2013. Retrieved 26 June 2012.",http://www.benchmarkmedia.com/discuss/sites/default/files/Headphone-Amplifier-Performance-Part-2.pdf,ERR,Error,http://nwavguy.blogspot.com/2011/07/o2-headphone-amp.html,0.0711791057969432,0.0023330315481579498,653247,2825.759897797405
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://headwizememorial.wordpress.com/2018/03/14/understanding-headphone-power-requirements/,0.9498235359260944,0.6164948453608248,2697,22.315913604421397
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://www.diyaudio.com/community/threads/headphone-amp-ne5532.194618/,0.5908521115557425,0.07954545454545454,11499,131.51805959639154
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://www.head-fi.org/threads/headphone-sensitivity-power-requirements-compared.476345/,0.44357646986892696,0.08837209302325581,18315,328.0426801500073
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://www.prosoundweb.com/low-voltage-audio-products-class-d-all-digital-amplifiers/,0.6280876713027894,0.06994328922495274,7878,81.30190649671138
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://fohonline.com/articles/vital-stats/rane-foundersowners-linda-arink-and-dennis-bohn-special-he-saidshe-said-edition/,0.522596895211243,0.058333333333333334,4517,64.42049363362563
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://www.prosoundweb.com/low-voltage-audio-products-rail-to-rail-i-o-balanced-amplifiers/,0.6146163092553233,0.07098765432098765,6576,71.0
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://audiosciencereview.com/forum/index.php?threads/rca-splitter-colors.41733/,0.5565117448167041,0.08235294117647059,7442,86.91375035056306
35,"Bohn, Dennis. ""Understanding Headphone Power Requirements"". HeadWize. Northwestern University. Archived from the original on 2011-06-08.",http://gilmore2.chem.northwestern.edu/tech/dbohn1_tech.htm,ERR,Error,https://www.aes.org/tutorials/,0.2780340363929801,0.03708791208791209,14335,215.91896628133435
36,"""BS EN 50332 tests for headphones and earphones with portable music players"". ISVR Consulting. 2 August 2018. Archived from the original on 2018-08-21.",http://www.isvr.co.uk/labtests/en50332.htm,404,Not Found,https://isvr.co.uk/services/standards-testing/,0.28003255268450966,0.061224489795918366,1914,26.343879744638983
36,"""BS EN 50332 tests for headphones and earphones with portable music players"". ISVR Consulting. 2 August 2018. Archived from the original on 2018-08-21.",http://www.isvr.co.uk/labtests/en50332.htm,404,Not Found,http://www.tonmeister.ca/wordpress/2014/07/29/bo-tech-how-loud-are-my-headphones/,0.2710470210796149,0.007863695937090432,26568,430.6053877972267
36,"""BS EN 50332 tests for headphones and earphones with portable music players"". ISVR Consulting. 2 August 2018. Archived from the original on 2018-08-21.",http://www.isvr.co.uk/labtests/en50332.htm,404,Not Found,https://isvr.co.uk/archive/headphones-and-noise-exposures/,0.2832115391248947,0.021035598705501618,8780,137.82960494755835
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://www.shure.com/en-GB/headphones-earphones/amplify/earphone-headphone-specifications-explained,0.761268868200352,0.12540894220283533,8267,122.16791722870616
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://www.shure.com/en-us/insights/understanding-earphone-and-headphone-specifications/,0.4739575028411084,0.06698564593301436,8682,145.89036979869508
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://www.youtube.com/c/shure,0.010443551766644832,0.0014727540500736377,10396,159.34553649224065
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://pubs.shure.com/guide/SE215M/en-US,0.037005860561575836,0.0011698838472465947,529764,627.2088966205757
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://www.head-fi.org/threads/help-understanding-high-gain-vs-low-gain.229951/,0.6328654454239151,0.09332376166547021,9809,129.20913280414817
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://pubs.shure.com/guide/PSM300/en-US,0.0600644803496744,0.0007336583518720121,1405068,1759.9673292422221
37,"""Understanding Earphone/Headphone Specifications"". Shure Customer Help. Shure. Archived from the original on 2016-06-18.",http://shure.custhelp.com/app/answers/detail/a_id/2991/~/understanding-earphone-%2F-headphone-specifications,ERR,Error,https://www.amazon.com/Shure-SE215-CL-Isolating-Earphones-MicroDriver/dp/B004PO10E2,0.7454715159258968,0.07809110629067245,39074,407.2566758200533
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://serato.com/forum/discussion/21145,0.744143737161486,0.02635177128651336,284306,3304.9865355247666
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://forum.il2sturmovik.com/topic/83598-mods-for-rise-of-flight/,0.8184568625564258,0.021676560532469868,378780,4917.13392130009
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://budgetsaresexy.com/make-money-voice-over-actor/,0.7227677210415152,0.05716963448922212,55168,656.4274521986416
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://www.head-fi.org/showcase/sash-tres-planar-magnetic-headphones.24612/reviews,0.809264643668146,0.04945781539275324,62396,919.4976889584879
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://www.imdb.com/title/tt4572792/reviews,0.8173860572768697,0.048377916903813316,53302,773.2198911047232
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://brianhassett.com/2021/12/the-beatles-get-back-time-coded-and-annotated/,0.798409093557003,0.028313172936328592,144762,1913.7105319248258
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://www.facebook.com/groups/AtrialFibrillationSupportForum/,0.0,0.0,5739,73.93240155709809
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://copyblogger.com/grammar-writing-mistakes/,0.7721881955728366,0.029523664586820878,138448,1898.712195147016
38,"Ha, Peter (26 April 2010). ""Custom-Made Headphones: Listen Up Before It's Too Late"". TIME.com. Archived from the original on 17 August 2013. Retrieved 21 July 2015.","http://www.time.com/time/magazine/article/0,9171,1982314,00.html",404,Not Found,https://www.cbsnews.com/pictures/notable-deaths-in-2023/,0.7957974186299859,0.02520023442078531,187379,2547.027679472683
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://pubmed.ncbi.nlm.nih.gov/24041369/,0.3022670051751637,0.015965166908563134,12109,96.42613753542138
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://www.phys.tsinghua.edu.cn/info/1102/4336.htm,0.4538738394725737,0.01593625498007968,14815,189.1824516174796
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://www.science.gov/topicpages/f/flip+chip+applications,0.02801647182818519,0.0004243710215216732,570361,7034.6596221849995
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://www.wikiwand.com/en/Headphones,0.012158110873601292,0.0029585798816568047,3488,51.70106381884226
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://www.science.gov/topicpages/i/interdigitated+electrode+structures,0.03815536971286456,0.0005797773654916512,665272,8329.21761031611
47,"Yang Wei; Xiaoyang Lin; Kaili Jiang; Peng Liu; Qunqing Li; Shoushan Fan (2013). ""Thermoacoustic Chips with Carbon Nanotube Thin Yarn Arrays"". Nano Letters. 13 (10): 4795–801. Bibcode:2013NanoL..13.4795W. doi:10.1021/nl402408j. PMID 24041369.",https://doi.org/10.1021%2Fnl402408j,403,Forbidden,https://www.science.gov/topicpages/s/standing-wave+thermoacoustic+engine.html,0.03298429848937019,0.0005850994669093746,606683,8205.184214872936
51,"United States Department of Labor. Occupational Safety & Health Administration. Computer Workstation. Checklist. Archived 2009-02-02 at the Wayback Machine Accessed February 2, 2009.",http://www.osha.gov/SLTC/etools/computerworkstations/checklist.html,403,Forbidden,https://www.dol.gov/general/topic/safety-health/occupationalsafety,0.7441051962819027,0.09124087591240876,4227,43.2087954009366
51,"United States Department of Labor. Occupational Safety & Health Administration. Computer Workstation. Checklist. Archived 2009-02-02 at the Wayback Machine Accessed February 2, 2009.",http://www.osha.gov/SLTC/etools/computerworkstations/checklist.html,403,Forbidden,https://www.dol.gov/,0.7207203584869448,0.08396946564885496,4783,46.389654018972806
51,"United States Department of Labor. Occupational Safety & Health Administration. Computer Workstation. Checklist. Archived 2009-02-02 at the Wayback Machine Accessed February 2, 2009.",http://www.osha.gov/SLTC/etools/computerworkstations/checklist.html,403,Forbidden,https://www.usa.gov/agencies/occupational-safety-and-health-administration,0.6438546268919132,0.08428246013667426,4131,40.0374824383352
51,"United States Department of Labor. Occupational Safety & Health Administration. Computer Workstation. Checklist. Archived 2009-02-02 at the Wayback Machine Accessed February 2, 2009.",http://www.osha.gov/SLTC/etools/computerworkstations/checklist.html,403,Forbidden,https://www.dol.gov/general/aboutdol/majorlaws,0.7657376445413027,0.057003257328990226,15194,236.9092653316877
51,"United States Department of Labor. Occupational Safety & Health Administration. Computer Workstation. Checklist. Archived 2009-02-02 at the Wayback Machine Accessed February 2, 2009.",http://www.osha.gov/SLTC/etools/computerworkstations/checklist.html,403,Forbidden,https://www.dol.gov/general/topics/posters,0.708743503102098,0.05331510594668489,28284,412.02912518413063
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.nidcd.nih.gov/health/noise-induced-hearing-loss,0.4867554807761088,0.08250497017892644,9569,155.8396611905968
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.nidcd.nih.gov/,0.7999107252787843,0.1659919028340081,3277,33.8673884437522
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.noisyplanet.nidcd.nih.gov/parents/what-is-noise-induced-hearing-loss,0.3780348839282168,0.08839050131926121,8044,146.37281168304446
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.nih.gov/about-nih/what-we-do/nih-almanac/national-institute-deafness-other-communication-disorders-nidcd,0.6460218260942682,0.030798240100565682,66996,1073.5171167708506
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.nei.nih.gov/learn-about-eye-health/eye-conditions-and-diseases/usher-syndrome,0.4475865549083363,0.09587020648967552,6119,103.2811696293182
53,"""Noise-Induced Hearing Loss"". nih.gov. Archived from the original on 9 May 2016. Retrieved 21 July 2015.",http://www.nidcd.nih.gov/health/hearing/noise.asp,404,Not Found,https://www.nidcr.nih.gov/health-info/tmd,0.41483865291171645,0.03387096774193549,15708,204.87069092478797
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.who.int/news-room/fact-sheets/detail/deafness-and-hearing-loss,0.3415450090952406,0.01756756756756757,11517,162.1480804696744
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.who.int/news/item/12-02-2019-new-who-itu-standard-aims-to-prevent-hearing-loss-among-1.1-billion-young-people,0.31122640150273245,0.027600849256900213,6913,72.0832851637604
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.worldbank.org/en/topic/disability,0.2367201601158585,0.007957559681697613,28618,367.9361357627163
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.who.int/news/item/02-03-2022-who-releases-new-standard-to-tackle-rising-threat-of-hearing-loss,0.27877991441049504,0.02620967741935484,7219,85.16454661418682
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.who.int/news-room/fact-sheets/detail/blindness-and-visual-impairment,0.26250962552940743,0.014322916666666666,12684,173.73543104387198
54,"World Health Organization (15 Mar 2018). ""1.1 billion people at risk of hearing loss"". Archived from the original on February 27, 2015. Retrieved 2 Feb 2019.",https://www.who.int/pbd/deafness/activities/MLS/en/,404,Not Found,https://www.cdc.gov/mmwr/volumes/67/wr/mm6708a2.htm,0.34409302377442447,0.009665427509293681,20661,256.40787819409917
